date,department,room_type,channel,segment,shift,building,cost,revenue,satisfaction,wait_time,rev_per_cust,food_cost,clean_time,adr,booking_lead_time,labor_cost,productivity,profit_margin,revpar_estimate,occupancy_rate
2024-01-27,Housekeeping,Suite,Online,Groupes,Déjeuner,Aile Nord,2185.6367862542957,8197.595267328827,68.06080294879058,24.522032422854227,104.95664438311923,21.60090634910923,73.33120577464504,176.55775902272003,52,1569.9096255109455,149.73811268138132,73.33807397194809,101.20487984356576,96.33299890423402
2024-01-28,Restauration,Deluxe,Online,Loisirs,Déjeuner,Aile Sud,7533.703692381718,18824.933275719784,81.8651078269012,6.720037318843487,114.12995252268828,40.76633357404292,48.0563262551245,56.408062471105644,8,376.0542527349851,137.2636687691198,59.98018382302255,204.6188399534759,99.56347717561768
2024-01-29,Revenue Mgmt,Suite,Online,Loisirs,Déjeuner,Aile Nord,7749.849384877786,8351.33078609013,53.53483040921831,7.1925868586345905,50.27434610478805,23.095315131422808,52.92986237883951,281.1868689660904,55,981.276490451601,79.73437475400456,7.202222216058825,63.26765747037977,97.55160918751129
2024-01-30,Revenue Mgmt,Suite,Walk-in,Affaires,Dîner,Aile Sud,12772.7219456407,11206.16964209095,68.07700938814783,20.606697990772727,73.87292054444642,26.529984893695914,71.69088385366578,262.9592022047333,66,1572.1727566437805,75.74112301967054,-13.979373448584061,94.96753933975381,40.356505350661266
2024-01-31,Housekeeping,Suite,Online,Loisirs,Dîner,Aile Nord,4097.341750244896,15066.902612123082,76.73997331405963,12.745031859038903,24.980936367419265,19.416213460923807,62.901224501207324,181.06448197595887,77,740.9261090964881,88.14410821056089,72.80567973574007,152.19093547599073,42.862500487232325
2024-02-01,Revenue Mgmt,Standard,Walk-in,Loisirs,Dîner,Aile Sud,6333.877831357599,20928.811230469546,99.81122465223194,28.014787806089085,36.04925001546769,23.86742031861556,42.74759367059141,107.23558403486132,40,1302.9029631636902,85.6166965314443,69.7360840918842,343.09526607327126,48.85640914945532
2024-02-02,Revenue Mgmt,Suite,Téléphone,Affaires,Dîner,Aile Sud,12317.680344511673,19789.384664774545,73.72667813112204,3.581282311984256,58.41390550456681,27.58852203225987,81.63301689553751,80.40572267002356,85,195.4049307693882,87.2337818385381,37.75612252139723,147.6819751102578,60.93172580621639
2024-02-03,Réception,Standard,Online,Affaires,Déjeuner,Aile Sud,12530.730550485629,17910.687128210448,90.80283785571618,15.834243583475297,36.65128516968678,44.62288380007886,23.005365493078287,140.84811985803165,31,1256.5086450057042,81.82765461194805,30.037689448837796,104.13190190820028,89.79508185921753
2024-02-04,Housekeeping,Standard,Téléphone,Groupes,Dîner,Aile Nord,6384.5550637027545,8115.465211603403,71.60336425333088,27.637124382850516,107.03885153281534,33.13449068291355,89.64131588722597,113.85707026152262,116,390.0406620011533,112.11334068483313,21.328538817784743,75.84546926732152,93.55937172012884
2024-02-05,RH,Standard,Téléphone,Loisirs,Dîner,Aile Nord,7427.736326013533,15940.906912311555,89.81953613098545,27.21929615390565,31.620056886205298,56.89608694363373,19.508206278098974,176.6728002515747,48,1678.1083177174576,66.4263663720624,53.404556171914486,120.76444630539056,51.21006437767498
2024-02-06,Housekeeping,Deluxe,Téléphone,Affaires,Déjeuner,Aile Sud,5246.002471889961,6748.930035997709,79.77074008100541,5.539347189056495,62.844386263074654,7.303421661132653,11.195997688339112,291.60232403085723,100,775.3539808029091,134.5981292446013,22.269123492040563,41.91882009936465,77.17984909718251
2024-02-07,RH,Standard,Walk-in,Groupes,Déjeuner,Aile Nord,14055.768297870369,12547.263535933016,94.32977207511992,11.632493302797238,78.59842024828694,32.66875774476155,81.20151209190118,193.73837330741034,61,634.9523391835719,131.24024840313155,-12.022579725190893,70.88849455329388,95.04171910391659
2024-02-08,Réception,Standard,Téléphone,Groupes,Dîner,Aile Sud,2661.0127203821244,13270.330605799183,70.5471276175055,18.95452060135419,87.64571035688867,37.1323633857445,29.59628066927649,272.4827639725245,112,1697.6890557518216,97.64832078552703,79.94765315628797,156.12153653881393,67.82390415587925
2024-02-09,Restauration,Deluxe,Téléphone,Loisirs,Dîner,Aile Sud,14072.49192202058,5796.228788915077,80.21522099107395,5.622451658370663,55.222283821283206,55.61083423408507,68.37597019573766,212.7197093739443,52,195.2736438364394,135.27299652785476,-142.7870333368023,56.27406591179686,46.21261431716704
2024-02-10,Revenue Mgmt,Standard,Téléphone,Loisirs,Déjeuner,Aile Nord,10574.130325694805,10479.761989399436,81.50093403094137,29.07264298932642,106.2554022160965,7.703718799178517,74.88122999456554,168.8116316468001,38,853.5567187352551,74.71450700302933,-0.9004816749733916,109.16418738957746,67.46881900507749
2024-02-11,Réception,Suite,Online,Groupes,Dîner,Aile Sud,8442.010137614237,24112.98934532979,70.86914709002366,27.52773053310215,74.67351086318217,36.542477171436886,78.71891128256935,263.6518906833428,91,803.0067270925596,51.756545570396696,64.98978199378963,147.03042283737676,62.54769413728343
2024-02-12,Revenue Mgmt,Suite,Online,Affaires,Dîner,Aile Nord,1457.2268509829423,24072.65215659379,57.21560218437408,5.841555191999606,61.148316946992935,51.94964606903764,89.32753885313333,167.84202754324937,36,641.1207110741466,111.9207925029823,93.9465463069727,139.14827836181382,74.65947976396042
2024-02-13,Restauration,Standard,Walk-in,Groupes,Dîner,Aile Sud,7658.346685508116,12046.541085050787,54.67797034561678,4.513508376568577,22.060266575463846,18.306025046558013,33.523176803199924,267.1570426275903,112,1832.3332308028064,95.79094069647154,36.42700729247686,83.07959369000542,66.31952106442623
2024-02-14,Restauration,Deluxe,Walk-in,Loisirs,Dîner,Aile Nord,6708.473470038252,5862.002178966481,50.83357752998165,3.476846001439694,63.79239418674233,53.19607916881656,66.81946735418073,122.89419239394132,87,1526.7639476817724,106.71645462958706,-14.439968891669903,37.57693704465693,41.04075561122308
2024-02-15,Réception,Suite,Online,Affaires,Déjeuner,Aile Sud,3257.063367651716,8581.89878656363,93.67671321226072,27.373866257062303,101.17726328565168,6.04738751008605,19.231988662466257,82.20326844074702,55,221.45401196468367,139.9339409018403,62.04728756821064,50.7804661926842,99.63986400482027
2024-02-16,Restauration,Deluxe,Walk-in,Affaires,Déjeuner,Aile Sud,10189.734449009196,12844.355868670802,61.823745611934726,6.615090484068363,79.52680691323812,45.28500460235514,42.54474330854795,263.8286160907346,85,1457.9061539264128,146.99255735659435,20.66761032475441,85.62903912447202,72.61241426383425
2024-02-17,RH,Deluxe,Online,Groupes,Déjeuner,Aile Nord,14596.112703156,23955.593959384594,60.575337464088406,13.072262927786287,102.37705764155743,56.32122716427592,77.83773546500723,196.8537909481667,13,1101.8683529447085,113.44531397556031,39.070128138325785,157.60259183805655,68.41784532907657
2024-02-18,Restauration,Suite,Téléphone,Loisirs,Dîner,Aile Sud,8870.643354903352,7823.981270743699,86.80177002130327,14.016689603908087,66.87122541292709,41.145871390203425,39.412643684728664,272.27309956224,37,1811.6489993630005,126.40555898524384,-13.377614898868028,96.59236136720615,97.27704229024324
2024-02-19,Revenue Mgmt,Deluxe,Téléphone,Groupes,Dîner,Aile Sud,11006.545870215241,20270.316873364245,66.00080565436959,18.37132028219346,27.438479034920594,29.146608418924636,57.28763044284912,284.4568017480958,47,694.596672961881,58.380843348716425,45.70116521129403,176.26362498577603,49.351622055224624
2024-02-20,Revenue Mgmt,Suite,Walk-in,Groupes,Dîner,Aile Nord,1958.306335924235,7173.650787493842,75.30223462059183,3.080324968675324,16.432183812767512,7.468455905999491,50.30187549797073,63.40709759286229,90,1190.9077992582074,66.07155848915056,72.70139857744063,119.5608464582307,51.354256152714896
2024-02-21,Revenue Mgmt,Deluxe,Online,Groupes,Dîner,Aile Sud,6847.337941437926,24625.151547825535,58.12555326487281,7.575999904614963,46.838052405452075,55.60625973274458,61.67612248896361,175.24232546471708,104,1051.4350220078736,123.32048049529766,72.19372263297781,125.00076927830222,88.48088494376701
2024-02-22,Revenue Mgmt,Suite,Online,Affaires,Dîner,Aile Nord,2629.0187923029425,12632.329982182699,97.98728607309846,28.013221220648855,88.28899950726822,30.866292248036615,87.83155115101559,143.74113726863231,71,1030.1657218324508,93.13654563880019,79.18817196818759,146.88755793235697,55.64986480150053
2024-02-23,RH,Standard,Walk-in,Affaires,Déjeuner,Aile Sud,9579.141697511146,20504.690777981123,92.57907000086186,27.343893110788517,97.97728991387784,6.594820938477141,14.45884212011217,206.46459926752928,110,966.600259082704,94.59652704044058,53.28316919659346,135.7926541588154,87.95362637749162
2024-02-24,Housekeeping,Suite,Online,Loisirs,Dîner,Aile Nord,14138.750214998165,11851.821656222637,93.18948114825017,23.657428774765073,46.05404763513459,42.9401589230819,55.91692140013038,248.39779930058089,103,490.6960035113344,80.86076816354367,-19.296008876195053,120.93695567574119,56.29200897451015
2024-02-25,Réception,Suite,Téléphone,Loisirs,Dîner,Aile Sud,10264.88825460294,17553.377543176175,70.33868742860025,1.5626361229282475,67.04366169274095,31.5010489466942,79.04230234002279,120.14755399359224,22,1535.8488527355462,110.73563834777437,41.52186250563849,258.13790504670845,41.99125781350009
2024-02-26,Revenue Mgmt,Suite,Walk-in,Groupes,Déjeuner,Aile Sud,2075.2426764019015,8840.321694800736,88.11806068535864,10.483196286386962,59.21748496557857,11.83899245933259,48.5106169398742,189.1995960932929,39,957.5384622046485,68.51650454162026,76.52525837806992,157.862887407156,71.02088343320295
2024-02-27,Restauration,Suite,Walk-in,Groupes,Dîner,Aile Sud,5965.32686979116,7920.420385939251,57.193807769489005,19.210803324944326,58.104892356899924,16.784949512064276,16.282174875325826,227.1821449762249,87,1921.1809225049508,112.69162793138956,24.6842139795872,43.518793329336546,51.80118604761168
2024-02-28,Revenue Mgmt,Deluxe,Online,Groupes,Déjeuner,Aile Nord,8709.28731217192,23761.282791362624,50.430950129589014,8.980516141430794,39.2916148860158,8.546987425071546,54.84314819334167,83.6077707089335,58,595.536011666275,67.37988571352398,63.34672926270714,261.1129977072816,85.47077757594826
2024-02-29,Restauration,Standard,Walk-in,Loisirs,Déjeuner,Aile Nord,6644.908585865531,23352.945558088668,50.998646628901405,27.37801415655954,29.31896602809313,36.58614468397155,36.56591126590563,253.51672648781673,30,1397.213295291378,56.38260347097136,71.54573683505222,170.45945662838443,78.47197799392889
2024-03-01,Restauration,Suite,Online,Affaires,Déjeuner,Aile Nord,12671.016146652413,22749.37880425765,79.33008687022803,19.382794393140813,35.65229861427738,39.211621358860505,22.395342827034874,201.52739996324328,18,1887.362451314306,83.0357688699061,44.30170486993264,123.63792828400896,95.41616007867506
2024-03-02,Revenue Mgmt,Deluxe,Online,Affaires,Déjeuner,Aile Nord,12405.394065939849,17508.66900333187,72.76974526239704,3.0852948021769224,20.80990065215134,32.815826409549445,77.92276106267784,287.38435927841294,106,1360.5708137305758,73.11403420098478,29.147132408642122,291.8111500555312,86.97930143594415
2024-03-03,RH,Standard,Online,Groupes,Déjeuner,Aile Sud,9565.6342814451,21165.364224325567,75.90076744542598,27.361162076235388,35.80372789147559,49.94061731514382,51.72796103928973,134.88222978267333,18,1755.4185244730497,138.89916385563322,54.80524606115108,235.1707136036174,50.84655729044361
2024-03-04,Restauration,Standard,Online,Groupes,Dîner,Aile Sud,6228.411231857874,6380.738738227498,50.37315702086097,28.775233087110454,15.966094250664844,52.35548517194075,84.66211299032534,77.03648558429967,110,1672.2138235383115,55.49534538686266,2.387302044777649,122.70651419668266,88.00949419988778
2024-03-05,Restauration,Standard,Online,Groupes,Déjeuner,Aile Nord,4574.709232685418,11695.780837813583,71.13433098287129,3.2536601333600395,80.86213206677772,38.859341817571966,74.48132036824552,176.62530025923132,74,784.2236594291073,67.66136925741229,60.88581603807979,131.41326784060206,78.5042226888414
2024-03-06,Revenue Mgmt,Standard,Walk-in,Groupes,Déjeuner,Aile Nord,2482.24045498381,11274.062495143124,85.90340806004303,16.43844681097813,48.2194177757067,5.70160638390868,65.43774350189338,71.45269292735972,39,1240.2354858850433,104.87196055830495,77.98273287864812,112.74062495143124,80.1370985056375
2024-03-07,Restauration,Suite,Téléphone,Loisirs,Dîner,Aile Nord,5968.567568811756,17712.906439052265,72.13468509837179,9.797564184210943,117.1801946998254,43.23763106612546,10.402040269224955,292.3816308310017,94,396.89654564157564,98.10671908474737,66.30384974171915,218.67785727225018,89.93577315820892
2024-03-08,Restauration,Suite,Téléphone,Affaires,Dîner,Aile Sud,6784.415240908073,12119.15546941281,86.61096031561112,12.392333217960669,35.34029033151128,27.989956930619336,44.225876531059996,59.671239564297885,26,1117.4991771216391,54.58520183747015,44.01907576785309,124.93974710734855,74.42944415133641
2024-03-09,Revenue Mgmt,Deluxe,Walk-in,Groupes,Déjeuner,Aile Nord,10461.52095145703,7970.1356328736165,61.65094821984174,6.209885320704915,51.31199988250736,36.105661577451286,25.798902532162586,238.375975276827,71,537.8017464472407,50.72524280151445,-31.259007792884326,66.41779694061347,67.96021086118077
2024-03-10,Revenue Mgmt,Deluxe,Walk-in,Loisirs,Dîner,Aile Nord,10214.237540166028,16929.341508270874,90.65710022408626,17.764090958359965,52.573321657360985,40.699433111038644,82.86383288390942,181.275599535561,7,1513.0999484096467,148.806794196115,39.665476444102474,85.93574369680647,78.19846212152368
2024-03-11,Réception,Deluxe,Téléphone,Groupes,Dîner,Aile Sud,1981.5139549775972,21287.67841338163,79.42156202267262,28.78140124421783,15.887407086558357,24.263013787989223,23.96671877410882,142.15516312457217,69,1103.3110015950367,115.88347003588382,90.6917329522791,154.2585392274031,57.877445737501546
2024-03-12,RH,Standard,Téléphone,Groupes,Déjeuner,Aile Sud,6533.630416036209,12642.469889199463,60.53815497149531,15.589105407876662,103.11683506914319,55.440417784448684,32.88480413274284,66.46054112716367,65,881.331989000155,86.54061309015569,48.31998435987632,80.01563221012319,50.955827865225956
2024-03-13,RH,Standard,Téléphone,Affaires,Déjeuner,Aile Nord,3544.904141043067,7645.374301969634,61.83602379269165,3.4045228604399536,18.359418315154095,12.368617671237967,51.34694141875993,205.54173104340194,46,610.7144827172574,97.04322476632413,53.63334741989265,91.01636073773373,76.99527028427478
2024-03-14,Restauration,Suite,Téléphone,Groupes,Dîner,Aile Sud,3195.37787443528,8933.763946256462,81.40152322847685,18.98003867084484,113.71888264657035,41.93314940045706,31.06908951984634,196.30508234773882,18,1997.527115498445,76.65501204542869,64.23256878446797,56.902955071697214,54.030902145128664
2024-03-15,RH,Standard,Téléphone,Affaires,Déjeuner,Aile Nord,12582.230096321442,9749.66610338768,91.49697966062217,10.866466839086454,108.66780686483017,5.2397768976119234,26.789174182329695,120.22081826689994,13,236.24998968137209,84.48737836932098,-29.052933330194154,109.54681015042338,44.794906560796406
2024-03-16,Restauration,Standard,Online,Affaires,Déjeuner,Aile Sud,1586.8130340276055,10997.951859890723,70.78138910145776,25.821830498147637,71.22980118902618,55.855810797284946,57.9279460082202,277.555425352578,25,182.76529308759802,114.90444672682139,85.57174050002277,108.89061247416558,40.03325107511523
2024-03-17,Réception,Standard,Walk-in,Affaires,Dîner,Aile Nord,6868.560262629699,17855.901410126182,62.91502145637961,13.605666301177637,72.07753536568566,11.187727328095033,17.11436182040191,126.02750183570922,104,512.7890609383426,138.28117988673708,61.53338829069419,110.90621993867194,76.49916408400404
2024-03-18,Revenue Mgmt,Deluxe,Online,Loisirs,Déjeuner,Aile Nord,3354.8511807312548,17018.90969075438,93.35058034553002,6.592348659325123,83.64668191039641,10.218632658116604,14.653420697673978,162.43135264802652,8,1945.0376713928574,68.41300230811848,80.28750817948229,193.39670103129976,61.72892700881421
2024-03-19,Revenue Mgmt,Deluxe,Téléphone,Loisirs,Déjeuner,Aile Nord,13310.623019498636,18921.597231340784,83.46341458754175,6.542063058043204,55.64025125316313,23.315419817873433,39.779623614885715,185.9406139796639,74,1960.5525198079704,134.03615053853187,29.65380851965505,161.72305325932294,85.13865824040735
2024-03-20,Revenue Mgmt,Suite,Téléphone,Affaires,Déjeuner,Aile Nord,8798.567185850492,12250.039690630263,72.40427436415382,23.294161240913652,82.95833975677482,25.546145732149434,67.65315636062898,75.05796954407153,32,1344.3626960670583,62.155662951826905,28.175194464224575,98.0003175250421,62.51058389878615
2024-03-21,RH,Standard,Téléphone,Groupes,Déjeuner,Aile Sud,4239.328909275872,21479.953037599567,74.39500976396509,8.702040350913437,19.70068081229112,16.786503977758322,54.384540661915835,283.0404298034081,17,1772.202667692169,71.49922235883912,80.26378874360134,188.42064068069797,69.1602068942936
2024-03-22,Réception,Standard,Online,Affaires,Déjeuner,Aile Sud,8033.98202032927,9081.753223115205,60.21282339681982,23.249768430617465,20.675000871721288,37.181691350991855,43.830117477342306,143.63403811276027,102,506.52728859751124,53.7175288049646,11.537102771292114,81.8175966046415,64.4250983689231
2024-03-23,RH,Suite,Online,Groupes,Dîner,Aile Sud,11240.809035843622,14380.81495036308,81.34013150324219,6.970732012231382,63.00919406005216,29.360275392307997,55.26012513796659,70.1948034685859,79,1946.8799789355849,64.08118620929994,21.834686875239846,281.9767637326094,79.03448746656076
2024-03-24,RH,Standard,Téléphone,Affaires,Dîner,Aile Sud,14413.652124872073,21018.774430828606,67.93712552714443,10.328904692337973,72.71034161613366,6.879657397259808,39.23611877226189,146.82279341883248,79,371.29121526517287,141.73031454640505,31.42486888421374,114.85669087884484,61.368349720898095
2024-03-25,Réception,Standard,Online,Groupes,Déjeuner,Aile Nord,4086.244059435865,8603.172954652386,99.78225883371746,14.499122200751282,108.22085223526099,22.580863424041535,84.89170683456904,200.0506367731452,48,292.1378575451507,95.94387466183787,52.5030581045552,50.310952951183545,97.82605899653853
2024-03-26,Réception,Deluxe,Online,Loisirs,Dîner,Aile Nord,13406.544809810832,7197.262274815659,74.00917576309439,28.352679641110072,25.98936656032911,49.573810246524374,14.392391272861946,178.4131679553324,63,313.2019245698185,57.76658617783536,-86.27283955904204,58.042437700126285,96.16881919591181
2024-03-27,Réception,Suite,Téléphone,Groupes,Déjeuner,Aile Sud,14080.257598344864,22673.679353759795,74.29428030948065,28.020211317860916,101.37803235535839,42.93358441740277,63.87131832238681,223.6354935093185,40,1188.943054217873,145.97268380389613,37.900429045231036,254.76044217707636,90.88167415943688
2024-03-28,Réception,Suite,Online,Affaires,Déjeuner,Aile Sud,13829.887623448927,11858.593255183918,78.29258937053359,6.999284387246346,37.054970415667306,44.867896946893424,81.30261318622004,63.870985516977655,115,1583.8513613642995,137.89923077586502,-16.623340777821763,85.93183518249216,95.21801623436488
2024-03-29,Revenue Mgmt,Suite,Walk-in,Loisirs,Déjeuner,Aile Sud,9895.800996066737,18677.40249818064,95.83780015593734,11.38835219604911,56.378783093553345,43.39643082459379,74.31077669882028,121.13515256801404,84,796.6676379618029,125.46825208681412,47.01725254873806,242.56366880754078,66.94838130756347
2024-03-30,Housekeeping,Suite,Walk-in,Groupes,Déjeuner,Aile Sud,9817.489162085907,5506.97208527877,90.04090499298752,5.332582265159397,48.243255656878354,22.10351617606683,24.72328278571574,254.80764421002556,15,1958.0023767936405,143.3472791947558,-78.27381381376539,42.68970608743232,72.18582380736953
2024-03-31,Housekeeping,Deluxe,Walk-in,Groupes,Déjeuner,Aile Sud,6644.948864573519,18800.937768188993,72.55650348989207,15.789567300091417,57.016303650866895,10.481515714222674,33.67410791842307,69.97342194784022,99,925.398262424826,72.01294208357642,64.65629030581279,167.86551578740173,84.52555555349467
2024-04-01,Réception,Deluxe,Walk-in,Groupes,Dîner,Aile Nord,11533.570352253031,11322.02623093941,85.9349632986398,14.35689397014533,30.802027297621486,19.985695121820278,67.36383509656838,263.8714886739894,6,385.8522464691109,133.63692930100865,-1.8684298817073988,59.90490069280111,81.76875549631247
2024-04-02,Housekeeping,Standard,Téléphone,Groupes,Dîner,Aile Nord,8438.116256913047,6114.817071748835,79.31177493903809,27.12204471107124,67.87485781237328,50.74819151018376,16.741644734461243,72.97402301927656,94,985.3368215536598,118.99911963543062,-37.99458197855377,67.94241190832038,93.44071573632826
